PUNKT;GRAD;SSID;BSS;RSSI;KANAL
0.01;0;HFU Guest;18:E8:29:EE:30:6E;-83;36
0.01;0;HFU Guest;18:E8:29:EE:30:6E;-82;36
0.01;0;HFU Open;C2:FB:E4:80:8A:1E;-88;1
0.01;0;HFU Open;C2:FB:E4:80:8A:1E;-88;1
0.01;0;HFU Open;26:E8:29:EE:2E:85;-91;36
0.01;0;HFU Open;26:E8:29:EE:2E:85;-91;36
0.01;0;HFU Guest;B4:FB:E4:4E:13:20;-88;44
0.01;0;eduroam;BE:FB:E4:4D:13:20;-88;11
0.01;0;eduroam;BE:FB:E4:4D:13:20;-86;11
0.01;0;eduroam;BE:FB:E4:80:8A:1D;-91;36
0.01;0;eduroam;BE:FB:E4:80:8A:1D;-91;36
0.01;0;eduroam;22:E8:29:ED:30:6E;-77;11
0.01;0;eduroam;22:E8:29:ED:30:6E;-76;11
0.01;0;HFU Open;26:E8:29:ED:2F:EA;-92;6
0.01;0;HFU Open;26:E8:29:ED:2F:EA;-92;6
0.01;0;eduroam;BE:FB:E4:80:8A:1E;-79;1
0.01;0;eduroam;BE:FB:E4:80:8A:1E;-88;1
0.01;0;HFU Open;26:E8:29:ED:30:A7;-77;1
0.01;0;HFU Open;26:E8:29:ED:30:A7;-76;1
0.01;0;HFU Open;26:E8:29:ED:34:1B;-90;6
0.01;0;HFU Open;26:E8:29:ED:34:1B;-90;6
0.01;0;HFU Guest;18:E8:29:ED:2E:85;-90;6
0.01;0;HFU Guest;18:E8:29:ED:2E:85;-90;6
0.01;0;HFU Open;26:E8:29:ED:32:54;-93;6
0.01;0;HFU Open;26:E8:29:ED:32:54;-93;6
0.01;0;HFU Open;26:E8:29:EE:30:6E;-83;36
0.01;0;HFU Open;26:E8:29:EE:30:6E;-83;36
0.01;0;HFU Guest;18:E8:29:EE:30:A7;-80;40
0.01;0;HFU Guest;18:E8:29:EE:30:A7;-76;40
0.01;0;HFU Open;82:83:C2:18:6F:F0;-90;1
0.01;0;HFU Open;82:83:C2:18:6F:F0;-91;1
0.01;0;eduroam;22:E8:29:ED:2F:EA;-91;6
0.01;0;eduroam;22:E8:29:ED:2F:EA;-91;6
0.01;0;HFU Open;C2:FB:E4:4E:13:20;-90;44
0.01;0;HFU Open;C2:FB:E4:4E:13:20;-88;44
0.01;0;HFU Guest;74:83:C2:18:6C:B0;-94;11
0.01;0;eduroam;22:E8:29:ED:30:A7;-77;1
0.01;0;eduroam;22:E8:29:ED:30:A7;-76;1
0.01;0;eduroam;22:E8:29:ED:34:1B;-88;6
0.01;0;eduroam;22:E8:29:ED:34:1B;-90;6
0.01;0;eduroam;7E:83:C2:18:6F:F0;-91;1
0.01;0;eduroam;7E:83:C2:18:6F:F0;-91;1
0.01;0;eduroam;6A:D7:9A:28:94:0C;-88;6
0.01;0;eduroam;6A:D7:9A:28:94:0C;-86;6
0.01;0;HFU Guest;18:E8:29:ED:04:5B;-92;1
0.01;0;HFU Guest;18:E8:29:ED:04:5B;-92;1
0.01;0;HFU Guest;68:D7:9A:68:94:0C;-88;6
0.01;0;HFU Guest;68:D7:9A:68:94:0C;-86;6
0.01;0;eduroam;BE:FB:E4:4E:13:20;-89;44
0.01;0;eduroam;BE:FB:E4:4E:13:20;-89;44
0.01;0;eduroam;22:E8:29:ED:32:54;-93;6
0.01;0;eduroam;22:E8:29:ED:32:54;-93;6
0.01;0;HFU Guest;18:E8:29:ED:30:6E;-77;11
0.01;0;HFU Guest;18:E8:29:ED:30:6E;-76;11
0.01;0;eduroam;22:E8:29:EE:30:6E;-82;36
0.01;0;eduroam;22:E8:29:EE:30:6E;-82;36
0.01;0;HFU Guest;B4:FB:E4:4D:13:20;-89;11
0.01;0;HFU Guest;B4:FB:E4:4D:13:20;-87;11
0.01;0;HFU Open;26:E8:29:ED:2E:85;-88;6
0.01;0;HFU Open;26:E8:29:ED:2E:85;-88;6
0.01;0;HFU Guest;B4:FB:E4:80:8A:1D;-88;36
0.01;0;HFU Guest;B4:FB:E4:80:8A:1D;-88;36
0.01;0;HFU Open;26:E8:29:EE:30:A7;-80;40
0.01;0;HFU Open;26:E8:29:EE:30:A7;-76;40
0.01;0;HFU Guest;B4:FB:E4:80:8A:1E;-89;1
0.01;0;HFU Guest;B4:FB:E4:80:8A:1E;-88;1
0.01;0;HFU Guest;18:E8:29:EE:2E:85;-90;36
0.01;0;HFU Guest;18:E8:29:EE:2E:85;-90;36
0.01;0;HFU Open;6A:D7:9A:38:94:0C;-92;6
0.01;0;HFU Open;6A:D7:9A:38:94:0C;-86;6
0.01;0;HFU Open;82:83:C2:18:6C:B0;-94;11
0.01;0;HFU Guest;18:E8:29:ED:2F:EA;-91;6
0.01;0;HFU Guest;18:E8:29:ED:2F:EA;-91;6
0.01;0;eduroam;22:E8:29:ED:2E:85;-89;6
0.01;0;eduroam;22:E8:29:ED:2E:85;-89;6
0.01;0;HFU Guest;18:E8:29:ED:30:A7;-77;1
0.01;0;HFU Guest;18:E8:29:ED:30:A7;-76;1
0.01;0;HFU Open;26:E8:29:ED:30:6E;-77;11
0.01;0;HFU Open;26:E8:29:ED:30:6E;-75;11
0.01;0;HFU Guest;18:E8:29:ED:34:1B;-89;6
0.01;0;HFU Guest;18:E8:29:ED:34:1B;-90;6
0.01;0;eduroam;22:E8:29:EE:30:A7;-77;40
0.01;0;eduroam;22:E8:29:EE:30:A7;-76;40
0.01;0;HFU Open;C2:FB:E4:4D:13:20;-89;11
0.01;0;HFU Open;C2:FB:E4:4D:13:20;-86;11
0.01;0;HFU Open;C2:FB:E4:80:8A:1D;-86;36
0.01;0;HFU Open;C2:FB:E4:80:8A:1D;-86;36
0.01;90;HFU Guest;18:E8:29:EE:30:6E;-82;36
0.01;90;HFU Guest;18:E8:29:EE:30:6E;-80;36
0.01;90;HFU Open;76:83:C2:35:65:4C;-87;6
0.01;90;HFU Open;C2:FB:E4:80:8A:1E;-89;1
0.01;90;HFU Open;C2:FB:E4:80:8A:1E;-88;1
0.01;90;HFU Guest;B4:FB:E4:4E:13:20;-87;44
0.01;90;HFU Guest;B4:FB:E4:4E:13:20;-87;44
0.01;90;HFU Open;26:E8:29:EE:2E:85;-90;36
0.01;90;HFU Open;26:E8:29:EE:2E:85;-90;36
0.01;90;eduroam;BE:FB:E4:4D:13:20;-90;11
0.01;90;eduroam;BE:FB:E4:4D:13:20;-88;11
0.01;90;HFU Guest;74:83:C2:75:65:4C;-87;6
0.01;90;HFU Guest;74:83:C2:75:65:4C;-86;6
0.01;90;eduroam;BE:FB:E4:80:8A:1D;-89;36
0.01;90;eduroam;BE:FB:E4:80:8A:1D;-89;36
0.01;90;eduroam;22:E8:29:ED:04:5B;-94;1
0.01;90;eduroam;22:E8:29:ED:04:5B;-94;1
0.01;90;eduroam;22:E8:29:ED:30:6E;-85;11
0.01;90;eduroam;22:E8:29:ED:30:6E;-84;11
0.01;90;HFU Open;26:E8:29:ED:2F:EA;-92;6
0.01;90;HFU Open;26:E8:29:ED:2F:EA;-92;6
0.01;90;eduroam;BE:FB:E4:80:8A:1E;-90;1
0.01;90;eduroam;BE:FB:E4:80:8A:1E;-90;1
0.01;90;HFU Open;26:E8:29:ED:30:A7;-80;1
0.01;90;HFU Open;26:E8:29:ED:30:A7;-76;1
0.01;90;HFU Open;26:E8:29:ED:34:1B;-89;6
0.01;90;HFU Open;26:E8:29:ED:34:1B;-89;6
0.01;90;HFU Guest;18:E8:29:ED:2E:85;-87;6
0.01;90;HFU Guest;18:E8:29:ED:2E:85;-87;6
0.01;90;HFU Open;26:E8:29:ED:32:54;-90;6
0.01;90;HFU Open;26:E8:29:ED:32:54;-90;6
0.01;90;HFU Open;26:E8:29:EE:30:6E;-82;36
0.01;90;HFU Open;26:E8:29:EE:30:6E;-80;36
0.01;90;HFU Guest;18:E8:29:EE:30:A7;-72;40
0.01;90;HFU Guest;18:E8:29:EE:30:A7;-73;40
0.01;90;HFU Open;82:83:C2:18:6F:F0;-89;1
0.01;90;HFU Open;82:83:C2:18:6F:F0;-89;1
0.01;90;eduroam;22:E8:29:ED:2F:EA;-92;6
0.01;90;eduroam;22:E8:29:ED:2F:EA;-92;6
0.01;90;HFU Guest;74:83:C2:18:6C:B0;-94;11
0.01;90;HFU Open;C2:FB:E4:4E:13:20;-87;44
0.01;90;HFU Open;C2:FB:E4:4E:13:20;-87;44
0.01;90;eduroam;22:E8:29:ED:30:A7;-80;1
0.01;90;eduroam;22:E8:29:ED:30:A7;-76;1
0.01;90;eduroam;22:E8:29:ED:34:1B;-89;6
0.01;90;eduroam;22:E8:29:ED:34:1B;-89;6
0.01;90;eduroam;7E:83:C2:18:6F:F0;-90;1
0.01;90;eduroam;7E:83:C2:18:6F:F0;-90;1
0.01;90;eduroam;6A:D7:9A:28:94:0C;-88;6
0.01;90;eduroam;6A:D7:9A:28:94:0C;-88;6
0.01;90;HFU Guest;18:E8:29:ED:04:5B;-93;1
0.01;90;HFU Guest;18:E8:29:ED:04:5B;-93;1
0.01;90;eduroam;22:E8:29:ED:32:54;-89;6
0.01;90;eduroam;22:E8:29:ED:32:54;-89;6
0.01;90;eduroam;BE:FB:E4:4E:13:20;-87;44
0.01;90;eduroam;BE:FB:E4:4E:13:20;-87;44
0.01;90;HFU Guest;68:D7:9A:68:94:0C;-87;6
0.01;90;HFU Guest;68:D7:9A:68:94:0C;-87;6
0.01;90;HFU Guest;18:E8:29:ED:30:6E;-85;11
0.01;90;HFU Guest;18:E8:29:ED:30:6E;-83;11
0.01;90;eduroam;22:E8:29:EE:30:6E;-81;36
0.01;90;eduroam;22:E8:29:EE:30:6E;-80;36
0.01;90;HFU Guest;B4:FB:E4:4D:13:20;-90;11
0.01;90;HFU Guest;B4:FB:E4:4D:13:20;-89;11
0.01;90;HFU Open;26:E8:29:ED:2E:85;-86;6
0.01;90;HFU Open;26:E8:29:ED:2E:85;-86;6
0.01;90;HFU Guest;B4:FB:E4:80:8A:1D;-90;36
0.01;90;HFU Guest;B4:FB:E4:80:8A:1D;-90;36
0.01;90;HFU Open;26:E8:29:EE:30:A7;-72;40
0.01;90;HFU Open;26:E8:29:EE:30:A7;-73;40
0.01;90;HFU Guest;B4:FB:E4:80:8A:1E;-89;1
0.01;90;HFU Guest;B4:FB:E4:80:8A:1E;-88;1
0.01;90;eduroam;76:83:C2:25:65:4C;-87;6
0.01;90;eduroam;76:83:C2:25:65:4C;-87;6
0.01;90;HFU Open;6A:D7:9A:38:94:0C;-87;6
0.01;90;HFU Open;6A:D7:9A:38:94:0C;-87;6
0.01;90;HFU Open;82:83:C2:18:6C:B0;-93;11
0.01;90;HFU Open;82:83:C2:18:6C:B0;-93;11
0.01;90;HFU Guest;18:E8:29:ED:2F:EA;-91;6
0.01;90;HFU Guest;18:E8:29:ED:2F:EA;-91;6
0.01;90;eduroam;22:E8:29:ED:2E:85;-87;6
0.01;90;eduroam;22:E8:29:ED:2E:85;-87;6
0.01;90;HFU Guest;18:E8:29:ED:30:A7;-80;1
0.01;90;HFU Guest;18:E8:29:ED:30:A7;-76;1
0.01;90;HFU Open;26:E8:29:ED:30:6E;-86;11
0.01;90;HFU Open;26:E8:29:ED:30:6E;-84;11
0.01;90;HFU Open;26:E8:29:ED:04:5B;-93;1
0.01;90;HFU Open;26:E8:29:ED:04:5B;-93;1
0.01;90;HFU Guest;18:E8:29:ED:34:1B;-89;6
0.01;90;HFU Guest;18:E8:29:ED:34:1B;-89;6
0.01;90;eduroam;22:E8:29:EE:30:A7;-73;40
0.01;90;eduroam;22:E8:29:EE:30:A7;-71;40
0.01;90;HFU Guest;18:E8:29:ED:32:54;-89;6
0.01;90;HFU Guest;18:E8:29:ED:32:54;-89;6
0.01;90;HFU Open;C2:FB:E4:4D:13:20;-91;11
0.01;90;HFU Open;C2:FB:E4:4D:13:20;-88;11
0.01;90;HFU Open;C2:FB:E4:80:8A:1D;-90;36
0.01;90;HFU Open;C2:FB:E4:80:8A:1D;-90;36
0.01;180;HFU Guest;18:E8:29:EE:30:6E;-83;36
0.01;180;HFU Open;76:83:C2:35:65:4C;-86;6
0.01;180;eduroam;BE:FB:E4:4D:13:20;-91;11
0.01;180;HFU Guest;74:83:C2:75:65:4C;-86;6
0.01;180;eduroam;BE:FB:E4:80:8A:1D;-90;36
0.01;180;eduroam;22:E8:29:ED:30:6E;-80;11
0.01;180;eduroam;BE:FB:E4:80:8A:1E;-89;1
0.01;180;HFU Open;26:E8:29:ED:30:A7;-79;1
0.01;180;HFU Guest;18:E8:29:ED:2E:85;-92;6
0.01;180;HFU Open;26:E8:29:ED:32:54;-91;6
0.01;180;HFU Guest;18:E8:29:EE:30:A7;-80;40
0.01;180;HFU Open;26:E8:29:EE:30:6E;-83;36
0.01;180;HFU Open;82:83:C2:18:6F:F0;-92;1
0.01;180;eduroam;22:E8:29:ED:30:A7;-79;1
0.01;180;eduroam;22:E8:29:ED:34:1B;-92;6
0.01;180;eduroam;7E:83:C2:18:6F:F0;-93;1
0.01;180;HFU Guest;18:E8:29:ED:30:6E;-80;11
0.01;180;HFU Guest;18:E8:29:ED:04:5B;-93;1
0.01;180;eduroam;6A:D7:9A:28:94:0C;-90;6
0.01;180;HFU Guest;68:D7:9A:68:94:0C;-92;6
0.01;180;eduroam;22:E8:29:ED:32:54;-91;6
0.01;180;eduroam;22:E8:29:EE:30:6E;-83;36
0.01;180;HFU Guest;B4:FB:E4:4D:13:20;-90;11
0.01;180;HFU Open;26:E8:29:ED:2E:85;-92;6
0.01;180;HFU Guest;B4:FB:E4:80:8A:1D;-89;36
0.01;180;HFU Open;26:E8:29:EE:30:A7;-80;40
0.01;180;HFU Guest;B4:FB:E4:80:8A:1E;-91;1
0.01;180;eduroam;76:83:C2:25:65:4C;-87;6
0.01;180;HFU Open;6A:D7:9A:38:94:0C;-92;6
0.01;180;HFU Open;82:83:C2:18:6C:B0;-93;11
0.01;180;HFU Guest;18:E8:29:ED:30:A7;-79;1
0.01;180;HFU Open;26:E8:29:ED:30:6E;-79;11
0.01;180;HFU Guest;18:E8:29:ED:34:1B;-92;6
0.01;180;eduroam;22:E8:29:EE:30:A7;-79;40
0.01;180;HFU Open;C2:FB:E4:4D:13:20;-91;11
0.01;180;HFU Open;C2:FB:E4:80:8A:1D;-90;36
0.01;270;HFU Guest;18:E8:29:EE:30:6E;-76;36
0.01;270;HFU Open;76:83:C2:35:65:4C;-91;6
0.01;270;HFU Open;C2:FB:E4:80:8A:1E;-85;1
0.01;270;HFU Guest;B4:FB:E4:4E:13:20;-88;44
0.01;270;eduroam;BE:FB:E4:4D:13:20;-87;11
0.01;270;HFU Guest;74:83:C2:75:65:4C;-92;6
0.01;270;eduroam;22:E8:29:ED:30:6E;-80;11
0.01;270;eduroam;BE:FB:E4:80:8A:1E;-85;1
0.01;270;HFU Open;26:E8:29:ED:30:A7;-78;1
0.01;270;HFU Open;26:E8:29:ED:34:1B;-93;6
0.01;270;HFU Open;26:E8:29:ED:32:54;-88;6
0.01;270;HFU Guest;18:E8:29:EE:30:A7;-79;40
0.01;270;HFU Open;26:E8:29:EE:30:6E;-76;36
0.01;270;HFU Open;82:83:C2:18:6F:F0;-90;1
0.01;270;HFU Open;C2:FB:E4:4E:13:20;-87;44
0.01;270;eduroam;22:E8:29:ED:30:A7;-78;1
0.01;270;eduroam;22:E8:29:ED:34:1B;-93;6
0.01;270;eduroam;7E:83:C2:18:6F:F0;-88;1
0.01;270;HFU Guest;18:E8:29:ED:30:6E;-80;11
0.01;270;eduroam;22:E8:29:ED:32:54;-88;6
0.01;270;eduroam;22:E8:29:EE:30:6E;-76;36
0.01;270;HFU Guest;B4:FB:E4:4D:13:20;-88;11
0.01;270;HFU Open;26:E8:29:EE:30:A7;-79;40
0.01;270;HFU Guest;B4:FB:E4:80:8A:1E;-91;1
0.01;270;HFU Guest;18:E8:29:EE:2E:85;-89;36
0.01;270;eduroam;76:83:C2:25:65:4C;-91;6
0.01;270;HFU Open;6A:D7:9A:38:94:0C;-95;6
0.01;270;HFU Guest;18:E8:29:ED:30:A7;-78;1
0.01;270;HFU Open;26:E8:29:ED:30:6E;-80;11
0.01;270;HFU Guest;18:E8:29:ED:34:1B;-93;6
0.01;270;eduroam;22:E8:29:EE:30:A7;-74;40
0.01;270;HFU Guest;18:E8:29:ED:32:54;-87;6
0.01;270;HFU Open;C2:FB:E4:4D:13:20;-87;11
0.02;0;HFU Open;C2:FB:E4:80:8A:1E;-86;1
0.02;0;HFU Open;C2:FB:E4:80:8A:1E;-91;1
0.02;0;HFU Open;C2:FB:E4:80:8A:1E;-91;1
0.02;0;HFU Open;26:E8:29:EE:30:A7;-83;40
0.02;0;HFU Open;26:E8:29:EE:30:A7;-82;40
0.02;0;HFU Open;26:E8:29:EE:30:A7;-80;40
0.02;0;eduroam;22:E8:29:ED:30:6E;-78;11
0.02;0;eduroam;22:E8:29:ED:30:6E;-79;11
0.02;0;eduroam;22:E8:29:ED:30:6E;-77;11
0.02;0;HFU Guest;18:E8:29:ED:30:A7;-81;1
0.02;0;HFU Guest;18:E8:29:ED:30:A7;-80;1
0.02;0;HFU Guest;18:E8:29:ED:30:A7;-81;1
0.02;0;eduroam;BE:FB:E4:80:8A:1D;-87;36
0.02;0;eduroam;BE:FB:E4:80:8A:1D;-87;36
0.02;0;eduroam;BE:FB:E4:80:8A:1D;-89;36
0.02;0;HFU Guest;18:E8:29:EE:30:6E;-83;36
0.02;0;HFU Guest;18:E8:29:EE:30:6E;-80;36
0.02;0;HFU Guest;18:E8:29:EE:30:6E;-81;36
0.02;0;eduroam;BE:FB:E4:80:8A:1E;-87;1
0.02;0;eduroam;BE:FB:E4:80:8A:1E;-89;1
0.02;0;eduroam;BE:FB:E4:80:8A:1E;-89;1
0.02;0;HFU Guest;B4:FB:E4:80:8A:1D;-88;36
0.02;0;HFU Guest;B4:FB:E4:80:8A:1D;-87;36
0.02;0;HFU Guest;B4:FB:E4:80:8A:1D;-89;36
0.02;0;HFU Open;26:E8:29:ED:30:6E;-77;11
0.02;0;HFU Open;26:E8:29:ED:30:6E;-79;11
0.02;0;HFU Open;26:E8:29:ED:30:6E;-77;11
0.02;0;eduroam;22:E8:29:ED:30:A7;-81;1
0.02;0;eduroam;22:E8:29:ED:30:A7;-79;1
0.02;0;eduroam;22:E8:29:ED:30:A7;-81;1
0.02;0;HFU Guest;B4:FB:E4:80:8A:1E;-92;1
0.02;0;HFU Guest;B4:FB:E4:80:8A:1E;-90;1
0.02;0;HFU Guest;B4:FB:E4:80:8A:1E;-91;1
0.02;0;eduroam;22:E8:29:EE:30:6E;-82;36
0.02;0;eduroam;22:E8:29:EE:30:6E;-80;36
0.02;0;eduroam;22:E8:29:EE:30:6E;-80;36
0.02;0;HFU Open;C2:FB:E4:4D:13:20;-89;11
0.02;0;HFU Open;C2:FB:E4:4D:13:20;-89;11
0.02;0;HFU Guest;18:E8:29:EE:30:A7;-82;40
0.02;0;HFU Guest;18:E8:29:EE:30:A7;-81;40
0.02;0;HFU Guest;18:E8:29:EE:30:A7;-79;40
0.02;0;eduroam;BE:FB:E4:4D:13:20;-89;11
0.02;0;eduroam;BE:FB:E4:4D:13:20;-91;11
0.02;0;HFU Open;26:E8:29:ED:30:A7;-82;1
0.02;0;HFU Open;26:E8:29:ED:30:A7;-79;1
0.02;0;HFU Open;26:E8:29:ED:30:A7;-81;1
0.02;0;HFU Open;82:83:C2:18:6F:F0;-86;1
0.02;0;HFU Open;82:83:C2:18:6F:F0;-86;1
0.02;0;HFU Open;82:83:C2:18:6F:F0;-86;1
0.02;0;HFU Open;26:E8:29:EE:30:6E;-83;36
0.02;0;HFU Open;26:E8:29:EE:30:6E;-80;36
0.02;0;HFU Open;26:E8:29:EE:30:6E;-80;36
0.02;0;HFU Guest;18:E8:29:ED:30:6E;-77;11
0.02;0;HFU Guest;18:E8:29:ED:30:6E;-80;11
0.02;0;HFU Guest;18:E8:29:ED:30:6E;-77;11
0.02;0;eduroam;22:E8:29:EE:30:A7;-83;40
0.02;0;eduroam;22:E8:29:EE:30:A7;-81;40
0.02;0;eduroam;22:E8:29:EE:30:A7;-79;40
0.02;0;HFU Guest;B4:FB:E4:4D:13:20;-89;11
0.02;0;HFU Guest;B4:FB:E4:4D:13:20;-89;11
0.02;0;HFU Guest;B4:FB:E4:4D:13:20;-89;11
0.02;0;HFU Open;C2:FB:E4:80:8A:1D;-87;36
0.02;0;HFU Open;C2:FB:E4:80:8A:1D;-87;36
0.02;0;HFU Open;C2:FB:E4:80:8A:1D;-88;36
0.02;90;HFU Open;C2:FB:E4:80:8A:1E;-86;1
0.02;90;HFU Open;C2:FB:E4:80:8A:1E;-85;1
0.02;90;eduroam;BE:FB:E4:4E:13:20;-87;44
0.02;90;eduroam;BE:FB:E4:4E:13:20;-87;44
0.02;90;HFU Open;26:E8:29:EE:30:A7;-73;40
0.02;90;HFU Open;26:E8:29:EE:30:A7;-76;40
0.02;90;eduroam;22:E8:29:ED:30:6E;-77;11
0.02;90;eduroam;22:E8:29:ED:30:6E;-82;11
0.02;90;HFU Guest;18:E8:29:ED:30:A7;-77;1
0.02;90;HFU Guest;18:E8:29:ED:30:A7;-78;1
0.02;90;eduroam;BE:FB:E4:80:8A:1D;-88;36
0.02;90;eduroam;BE:FB:E4:80:8A:1D;-90;36
0.02;90;HFU Guest;18:E8:29:ED:2E:85;-91;6
0.02;90;HFU Guest;18:E8:29:ED:2E:85;-91;6
0.02;90;HFU Guest;B4:FB:E4:4E:13:20;-87;44
0.02;90;HFU Guest;B4:FB:E4:4E:13:20;-88;44
0.02;90;HFU Guest;18:E8:29:EE:30:6E;-78;36
0.02;90;HFU Guest;18:E8:29:EE:30:6E;-82;36
0.02;90;eduroam;BE:FB:E4:80:8A:1E;-88;1
0.02;90;eduroam;BE:FB:E4:80:8A:1E;-86;1
0.02;90;HFU Guest;B4:FB:E4:80:8A:1D;-88;36
0.02;90;HFU Guest;B4:FB:E4:80:8A:1D;-87;36
0.02;90;HFU Open;26:E8:29:ED:30:6E;-80;11
0.02;90;HFU Open;26:E8:29:ED:30:6E;-82;11
0.02;90;HFU Open;C2:FB:E4:4D:13:20;-89;11
0.02;90;eduroam;22:E8:29:ED:30:A7;-77;1
0.02;90;eduroam;22:E8:29:ED:30:A7;-78;1
0.02;90;HFU Guest;B4:FB:E4:80:8A:1E;-86;1
0.02;90;HFU Guest;B4:FB:E4:80:8A:1E;-87;1
0.02;90;eduroam;22:E8:29:ED:2E:85;-89;6
0.02;90;eduroam;22:E8:29:ED:2E:85;-89;6
0.02;90;eduroam;22:E8:29:EE:30:6E;-78;36
0.02;90;eduroam;22:E8:29:EE:30:6E;-89;36
0.02;90;HFU Guest;18:E8:29:EE:30:A7;-73;40
0.02;90;HFU Guest;18:E8:29:EE:30:A7;-75;40
0.02;90;eduroam;BE:FB:E4:4D:13:20;-91;11
0.02;90;eduroam;BE:FB:E4:4D:13:20;-89;11
0.02;90;HFU Open;26:E8:29:ED:30:A7;-82;1
0.02;90;HFU Open;26:E8:29:ED:30:A7;-80;1
0.02;90;HFU Open;82:83:C2:18:6F:F0;-90;1
0.02;90;HFU Open;82:83:C2:18:6F:F0;-90;1
0.02;90;HFU Open;26:E8:29:EE:30:6E;-78;36
0.02;90;HFU Open;26:E8:29:EE:30:6E;-83;36
0.02;90;HFU Open;26:E8:29:ED:2E:85;-91;6
0.02;90;HFU Open;26:E8:29:ED:2E:85;-91;6
0.02;90;HFU Open;C2:FB:E4:4E:13:20;-88;44
0.02;90;HFU Open;C2:FB:E4:4E:13:20;-88;44
0.02;90;HFU Guest;18:E8:29:ED:30:6E;-80;11
0.02;90;HFU Guest;18:E8:29:ED:30:6E;-81;11
0.02;90;HFU Guest;B4:FB:E4:4D:13:20;-92;11
0.02;90;HFU Guest;B4:FB:E4:4D:13:20;-87;11
0.02;90;eduroam;22:E8:29:EE:30:A7;-74;40
0.02;90;eduroam;22:E8:29:EE:30:A7;-76;40
0.02;90;HFU Open;C2:FB:E4:80:8A:1D;-88;36
0.02;90;HFU Open;C2:FB:E4:80:8A:1D;-86;36
0.02;180;HFU Guest;18:E8:29:EE:30:6E;-83;36
0.02;180;HFU Guest;18:E8:29:EE:30:6E;-80;36
0.02;180;HFU Guest;74:83:C2:18:6F:F0;-91;1
0.02;180;HFU Guest;74:83:C2:18:6F:F0;-91;1
0.02;180;HFU Open;C2:FB:E4:80:8A:1E;-84;1
0.02;180;HFU Open;C2:FB:E4:80:8A:1E;-84;1
0.02;180;HFU Guest;B4:FB:E4:4E:13:20;-88;44
0.02;180;HFU Guest;B4:FB:E4:4E:13:20;-87;44
0.02;180;HFU Open;26:E8:29:EE:2E:85;-90;36
0.02;180;HFU Open;26:E8:29:EE:2E:85;-89;36
0.02;180;eduroam;BE:FB:E4:4D:13:20;-91;11
0.02;180;eduroam;BE:FB:E4:4D:13:20;-91;11
0.02;180;eduroam;BE:FB:E4:80:8A:1D;-91;36
0.02;180;eduroam;BE:FB:E4:80:8A:1D;-91;36
0.02;180;eduroam;22:E8:29:ED:30:6E;-84;11
0.02;180;eduroam;22:E8:29:ED:30:6E;-78;11
0.02;180;eduroam;BE:FB:E4:80:8A:1E;-84;1
0.02;180;eduroam;BE:FB:E4:80:8A:1E;-84;1
0.02;180;HFU Open;26:E8:29:ED:30:A7;-80;1
0.02;180;HFU Open;26:E8:29:ED:30:A7;-79;1
0.02;180;eduroam;22:E8:29:EE:2E:85;-90;36
0.02;180;eduroam;22:E8:29:EE:2E:85;-92;36
0.02;180;HFU Open;26:E8:29:EE:30:6E;-83;36
0.02;180;HFU Open;26:E8:29:EE:30:6E;-80;36
0.02;180;HFU Guest;18:E8:29:EE:30:A7;-75;40
0.02;180;HFU Guest;18:E8:29:EE:30:A7;-73;40
0.02;180;HFU Open;82:83:C2:18:6F:F0;-88;1
0.02;180;HFU Open;82:83:C2:18:6F:F0;-87;1
0.02;180;HFU Open;C2:FB:E4:4E:13:20;-86;44
0.02;180;HFU Open;C2:FB:E4:4E:13:20;-88;44
0.02;180;eduroam;22:E8:29:ED:30:A7;-81;1
0.02;180;eduroam;22:E8:29:ED:30:A7;-81;1
0.02;180;HFU Guest;18:E8:29:ED:30:6E;-84;11
0.02;180;HFU Guest;18:E8:29:ED:30:6E;-78;11
0.02;180;eduroam;BE:FB:E4:4E:13:20;-87;44
0.02;180;eduroam;BE:FB:E4:4E:13:20;-88;44
0.02;180;eduroam;22:E8:29:EE:30:6E;-83;36
0.02;180;eduroam;22:E8:29:EE:30:6E;-81;36
0.02;180;HFU Guest;B4:FB:E4:4D:13:20;-91;11
0.02;180;HFU Guest;B4:FB:E4:4D:13:20;-91;11
0.02;180;HFU Guest;B4:FB:E4:80:8A:1D;-85;36
0.02;180;HFU Guest;B4:FB:E4:80:8A:1D;-85;36
0.02;180;HFU Open;26:E8:29:EE:30:A7;-75;40
0.02;180;HFU Open;26:E8:29:EE:30:A7;-73;40
0.02;180;HFU Guest;B4:FB:E4:80:8A:1E;-85;1
0.02;180;HFU Guest;B4:FB:E4:80:8A:1E;-85;1
0.02;180;HFU Guest;18:E8:29:EE:2E:85;-90;36
0.02;180;HFU Guest;18:E8:29:EE:2E:85;-90;36
0.02;180;HFU Guest;18:E8:29:ED:2F:EA;-90;6
0.02;180;HFU Guest;18:E8:29:ED:2F:EA;-90;6
0.02;180;HFU Guest;18:E8:29:ED:30:A7;-80;1
0.02;180;HFU Guest;18:E8:29:ED:30:A7;-79;1
0.02;180;HFU Open;26:E8:29:ED:30:6E;-84;11
0.02;180;HFU Open;26:E8:29:ED:30:6E;-78;11
0.02;180;eduroam;22:E8:29:EE:30:A7;-75;40
0.02;180;eduroam;22:E8:29:EE:30:A7;-73;40
